host_time_iso,host_time_unix_ns,sample_index,record_type,ir1,ir2,ir3,ir4,ir1_repeat,ir2_repeat,ir3_repeat,ir4_repeat,red1,red2,red3,red4,accel_x_raw,accel_y_raw,accel_z_raw,accel_x_g,accel_y_g,accel_z_g,reserved,heart_rate,debug,host_time,elapsed_s_host,elapsed_s_sample,elapsed_s,ir_mean,red_mean,ir_ac_pct,red_ac_pct,accel_mag_g,accel_dynamic_g
2026-05-22T02:37:45.500+00:00,1779417465501939000,1,R,7482,7763,8994,10194,7482,7763,8994,10194,19095,23410,18433,22074,-126,-219,-15,-0.494118,-0.858824,-0.058824,1,255,e00,2026-05-22 02:37:45.500000+00:00,0.0,0.0,0.0,8608.25,20753.0,-0.10444167222721866,-0.03612629753618651,0.992568145708898,-0.00906040947161424
2026-05-22T02:37:45.502+00:00,1779417465502210000,2,R,7485,7765,8991,10194,7485,7765,8991,10194,19095,23405,18432,22079,-128,-220,-16,-0.501961,-0.862745,-0.062745,1,255,f00,2026-05-22 02:37:45.502000+00:00,0.002,0.03333333333333333,0.002,8608.75,20752.75,-0.11312873469861345,-0.043950751076191334,1.000115351132558,-0.0014711974140182438
2026-05-22T02:37:45.502+00:00,1779417465502346000,3,R,7487,7765,8992,10196,7487,7765,8992,10196,19098,23403,18431,22079,-127,-221,-16,-0.498039,-0.866667,-0.062745,1,255,000,2026-05-22 02:37:45.502000+00:00,0.002,0.06666666666666667,0.002,8610.0,20752.75,-0.11311232924388759,-0.05057011787653667,1.00154454191264,-8.401326787210728e-05
2026-05-22T02:37:45.502+00:00,1779417465502410000,4,R,7486,7766,8991,10195,7486,7766,8991,10195,19097,23400,18429,22078,-125,-222,-17,-0.490196,-0.870588,-0.066667,1,255,100,2026-05-22 02:37:45.502000+00:00,0.002,0.1,0.002,8609.5,20751.0,-0.12760280726175977,-0.06020179642160522,1.001329153200385,-0.0004107166500890713
2026-05-22T02:37:45.502+00:00,1779417465502452000,5,R,7485,7761,8989,10194,7485,7761,8989,10194,19093,23401,18426,22081,-126,-223,-16,-0.494118,-0.87451,-0.062745,1,255,200,2026-05-22 02:37:45.502000+00:00,0.002,0.13333333333333333,0.002,8607.25,20750.25,-0.1623894446860954,-0.06501715730540003,1.0064081046220763,0.00455692010164066
2026-05-22T02:37:45.502+00:00,1779417465502491000,6,R,7487,7761,8991,10195,7487,7761,8991,10195,19098,23399,18428,22082,-125,-225,-18,-0.490196,-0.882353,-0.070588,1,255,300,2026-05-22 02:37:45.502000+00:00,0.002,0.16666666666666666,0.002,8608.5,20751.75,-0.1493381276188543,-0.058394687889423334,1.0118406993044904,0.010100829454016358
2026-05-22T02:37:45.650+00:00,1779417465650815000,7,R,7486,7759,8991,10195,7486,7759,8991,10195,19101,23403,18421,22082,-127,-224,-17,-0.498039,-0.878431,-0.066667,1,255,400,2026-05-22 02:37:45.650000+00:00,0.15,0.2,0.15,8607.75,20751.75,-0.15948500840920954,-0.05899633981891736,1.0119922708059583,0.010141086285522682
2026-05-22T02:37:45.650+00:00,1779417465650971000,8,R,7484,7758,8992,10193,7484,7758,8992,10193,19096,23403,18416,22086,-126,-223,-18,-0.494118,-0.87451,-0.070588,1,255,500,2026-05-22 02:37:45.650000+00:00,0.15,0.23333333333333334,0.15,8606.75,20750.25,-0.18121457255106627,-0.0770480948654668,1.0069275067093957,0.0051876368589216515
2026-05-22T02:37:45.651+00:00,1779417465651060000,9,R,7488,7757,8993,10197,7488,7757,8993,10197,19097,23403,18417,22082,-128,-218,-18,-0.501961,-0.854902,-0.070588,1,255,600,2026-05-22 02:37:45.651000+00:00,0.151,0.26666666666666666,0.151,8608.75,20749.75,-0.1681500594323486,-0.09028095432987457,0.993883766277023,-0.007744788903489175
2026-05-22T02:37:45.651+00:00,1779417465651133000,10,R,7491,7757,8992,10195,7491,7757,8992,10195,19095,23407,18416,22084,-129,-219,-17,-0.505882,-0.858824,-0.066667,1,255,700,2026-05-22 02:37:45.651000+00:00,0.151,0.3,0.151,8608.75,20750.5,-0.1710442395778976,-0.0920815854884236,0.9989693437683661,-0.0026592114121460897
2026-05-22T02:37:45.651+00:00,1779417465651199000,11,R,7490,7757,8994,10198,7490,7757,8994,10198,19097,23407,18412,22084,-131,-221,-16,-0.513725,-0.866667,-0.062745,1,255,800,2026-05-22 02:37:45.651000+00:00,0.151,0.3333333333333333,0.151,8609.75,20750.0,-0.16234236845919697,-0.0999000999000999,1.009436476227702,0.0078079210471897476
2026-05-22T02:37:45.800+00:00,1779417465800848000,12,R,7495,7759,8996,10196,7495,7759,8996,10196,19102,23404,18416,22086,-131,-219,-16,-0.513725,-0.858824,-0.062745,1,255,900,2026-05-22 02:37:45.800000+00:00,0.3,0.36666666666666664,0.3,8611.5,20752.0,-0.14928618015798245,-0.09147368927832074,1.0027108125606305,0.0011242640140542992
2026-05-22T02:37:45.800+00:00,1779417465800991000,13,R,7496,7758,8999,10200,7496,7758,8999,10200,19111,23405,18415,22094,-131,-220,-16,-0.513725,-0.862745,-0.062745,1,255,a00,2026-05-22 02:37:45.800000+00:00,0.3,0.4,0.3,8613.25,20756.25,-0.13623188405797101,-0.07221520129987362,1.0060711931444017,0.004526651231761658
2026-05-22T02:37:45.801+00:00,1779417465801067000,14,R,7499,7756,9001,10204,7499,7756,9001,10204,19112,23409,18412,22096,-129,-220,-17,-0.505882,-0.862745,-0.066667,1,255,b00,2026-05-22 02:37:45.801000+00:00,0.301,0.43333333333333335,0.301,8615.0,20757.25,-0.12462684404254702,-0.07341436996028403,1.0023422678097538,0.0009054202532412514
2026-05-22T02:37:45.801+00:00,1779417465801134000,15,R,7501,7754,9000,10205,7501,7754,9000,10205,19116,23407,18410,22097,-126,-221,-16,-0.494118,-0.866667,-0.062745,1,255,c00,2026-05-22 02:37:45.801000+00:00,0.301,0.4666666666666667,0.301,8615.0,20757.5,-0.13331014895960122,-0.0782237198387388,0.9996005311313114,-0.0019440107813286645
2026-05-22T02:37:45.801+00:00,1779417465801199000,16,R,7505,7757,9000,10207,7505,7757,9000,10207,19121,23413,18408,22100,-127,-218,-17,-0.498039,-0.854902,-0.066667,1,255,d00,2026-05-22 02:37:45.801000+00:00,0.301,0.5,0.301,8617.25,20760.5,-0.1159117911269524,-0.06739031023610677,0.9916374155980603,-0.00994913294851596
2026-05-22T02:37:45.949+00:00,1779417465949367000,17,R,7511,7756,9010,10208,7511,7756,9010,10208,19123,23414,18409,22107,-130,-219,-16,-0.509804,-0.858824,-0.062745,1,255,e00,2026-05-22 02:37:45.949000+00:00,0.449,0.5333333333333333,0.449,8621.25,20763.25,-0.0782336578581363,-0.05776103777331199,1.0007076078540624,-0.0009209473264497614
2026-05-22T02:37:45.949+00:00,1779417465949500000,18,R,7508,7759,9003,10209,7508,7759,9003,10209,19127,23414,18411,22103,-129,-220,-17,-0.505882,-0.862745,-0.066667,1,255,f00,2026-05-22 02:37:45.949000+00:00,0.449,0.5666666666666667,0.449,8619.75,20763.75,-0.09996088487113738,-0.061968678743539916,1.0023422678097538,0.0007137126292415807
2026-05-22T02:37:45.949+00:00,1779417465949578000,19,R,7511,7758,9006,10211,7511,7758,9006,10211,19130,23417,18406,22103,-130,-222,-16,-0.509804,-0.870588,-0.062745,1,255,000,2026-05-22 02:37:45.949000+00:00,0.449,0.6,0.449,8621.5,20764.0,-0.08402143995364335,-0.06737895851381269,1.0108217049435573,0.009193149763045083
2026-05-22T02:37:45.949+00:00,1779417465949646000,20,R,7513,7760,9007,10213,7513,7760,9007,10213,19130,23423,18412,22109,-131,-221,-16,-0.513725,-0.866667,-0.062745,1,255,100,2026-05-22 02:37:45.949000+00:00,0.449,0.6333333333333333,0.449,8623.25,20768.5,-0.07387343018960847,-0.046322755301549105,1.009436476227702,0.0078079210471897476
2026-05-22T02:37:45.949+00:00,1779417465949709000,21,R,7512,7760,9011,10212,7512,7760,9011,10212,19135,23423,18415,22110,-131,-220,-14,-0.513725,-0.862745,-0.054902,1,255,200,2026-05-22 02:37:45.949000+00:00,0.449,0.6666666666666666,0.449,8623.75,20770.75,-0.07821099588668096,-0.036095436333666214,1.0056125199369785,0.0039839647564663405
2026-05-22T02:37:45.949+00:00,1779417465949773000,22,R,7513,7758,9012,10217,7513,7758,9012,10217,19137,23424,18413,22111,-131,-219,-13,-0.513725,-0.858824,-0.05098,1,255,300,2026-05-22 02:37:45.949000+00:00,0.449,0.7,0.449,8625.0,20771.25,-0.07530556681920872,-0.03970259149642677,1.0020434117347412,0.00045686318816495763
2026-05-22T02:37:46.099+00:00,1779417466099527000,23,R,7514,7761,9014,10217,7514,7761,9014,10217,19138,23431,18415,22111,-130,-221,-13,-0.509804,-0.866667,-0.05098,1,255,400,2026-05-22 02:37:46.099000+00:00,0.599,0.7333333333333333,0.599,8626.5,20773.75,-0.06950477845351868,-0.0336850209929863,1.0067823834896001,0.005237841576960056
2026-05-22T02:37:46.099+00:00,1779417466099662000,24,R,7515,7763,9016,10218,7515,7763,9016,10218,19137,23431,18416,22117,-130,-220,-13,-0.509804,-0.862745,-0.05098,1,255,500,2026-05-22 02:37:46.099000+00:00,0.599,0.7666666666666667,0.599,8628.0,20775.25,-0.04923397723652582,-0.027669505798566,1.0034081990102532,0.0019713514537407217
2026-05-22T02:37:46.099+00:00,1779417466099734000,25,R,7518,7763,9016,10218,7518,7763,9016,10218,19143,23436,18419,22115,-129,-220,-14,-0.505882,-0.862745,-0.054902,1,255,600,2026-05-22 02:37:46.099000+00:00,0.599,0.8,0.599,8628.75,20778.25,-0.03765060240963856,-0.01443609022556391,1.0016285551805122,8.401326787210728e-05
2026-05-22T02:37:46.099+00:00,1779417466099805000,26,R,7518,7764,9019,10221,7518,7764,9019,10221,19143,23440,18412,22117,-127,-221,-15,-0.498039,-0.866667,-0.058824,1,255,700,2026-05-22 02:37:46.099000+00:00,0.599,0.8333333333333334,0.599,8630.5,20778.0,-0.011585471818339802,-0.014436263894904,1.0013065451628687,-0.0001303023936438663
2026-05-22T02:37:46.099+00:00,1779417466099871000,27,R,7520,7766,9020,10224,7520,7766,9020,10224,19146,23443,18415,22121,-125,-222,-16,-0.490196,-0.870588,-0.062745,1,255,800,2026-05-22 02:37:46.099000+00:00,0.599,0.8666666666666667,0.599,8632.5,20781.25,0.01737921445950643,0.00240607292807045,1.001075681047642,-0.00046886086499808854
2026-05-22T02:37:46.249+00:00,1779417466249288000,28,R,7522,7764,9023,10227,7522,7764,9023,10227,19141,23445,18413,22124,-124,-222,-16,-0.486275,-0.870588,-0.062745,1,255,900,2026-05-22 02:37:46.249000+00:00,0.749,0.9,0.749,8634.0,20780.75,0.03765605538336761,0.0060155441661252675,0.9991615366866361,-0.0024250118599401516
2026-05-22T02:37:46.249+00:00,1779417466249414000,29,R,7524,7764,9022,10225,7524,7764,9022,10225,19150,23446,18415,22123,-124,-222,-15,-0.486275,-0.870588,-0.058824,1,255,a00,2026-05-22 02:37:46.249000+00:00,0.749,0.9333333333333333,0.749,8633.75,20783.5,0.0376571461676612,0.02526680543356635,0.9989229721780354,-0.002705583002476808
2026-05-22T02:37:46.249+00:00,1779417466249487000,30,R,7525,7767,9024,10227,7525,7767,9024,10227,19152,23453,18419,22125,-124,-221,-15,-0.486275,-0.866667,-0.058824,1,255,b00,2026-05-22 02:37:46.249000+00:00,0.749,0.9666666666666667,0.749,8635.75,20787.25,0.06083077457852963,0.04391637840276733,0.9955075727938989,-0.006120982386613294
2026-05-22T02:37:46.249+00:00,1779417466249554000,31,R,7525,7768,9023,10229,7525,7768,9023,10229,19152,23449,18420,22127,-127,-221,-14,-0.498039,-0.866667,-0.054902,1,255,c00,2026-05-22 02:37:46.249000+00:00,0.749,1.0,0.749,8636.25,20787.0,0.06662418168124674,0.04331504475887958,1.0010837947015225,-0.0005447604789896587
2026-05-22T02:37:46.249+00:00,1779417466249617000,32,R,7527,7766,9026,10232,7527,7766,9026,10232,19152,23456,18422,22129,-128,-220,-14,-0.501961,-0.862745,-0.054902,1,255,d00,2026-05-22 02:37:46.249000+00:00,0.749,1.0333333333333334,0.749,8637.75,20789.75,0.08400440298939807,0.05655019732409279,0.999653945198037,-0.0019746099824752283
2026-05-22T02:37:46.399+00:00,1779417466399377000,33,R,7529,7768,9030,10231,7529,7768,9030,10231,19150,23455,18423,22128,-130,-220,-14,-0.509804,-0.862745,-0.054902,1,255,e00,2026-05-22 02:37:46.399000+00:00,0.899,1.0666666666666667,0.899,8639.5,20789.0,0.10428132784890794,0.052940610260852825,1.0036151070231059,0.0017639225026702121
2026-05-22T02:37:46.399+00:00,1779417466399465000,34,R,7530,7770,9028,10233,7530,7770,9028,10233,19155,23456,18424,22132,-129,-220,-15,-0.505882,-0.862745,-0.058824,1,255,f00,2026-05-22 02:37:46.399000+00:00,0.899,1.1,0.899,8640.25,20791.75,0.1129714385029836,0.06617576282606603,1.0018511845204356,0.0
2026-05-22T02:37:46.399+00:00,1779417466399498000,35,R,7529,7771,9031,10234,7529,7771,9031,10234,19158,23456,18425,22135,-130,-220,-14,-0.509804,-0.862745,-0.054902,1,255,000,2026-05-22 02:37:46.399000+00:00,0.899,1.1333333333333333,0.899,8641.25,20793.5,0.12455825270841782,0.07459813264029262,1.0036151070231059,0.0017639225026702121
2026-05-22T02:37:46.399+00:00,1779417466399526000,36,R,7529,7775,9028,10236,7529,7775,9028,10236,19158,23457,18427,22134,-129,-220,-14,-0.505882,-0.862745,-0.054902,1,255,100,2026-05-22 02:37:46.399000+00:00,0.899,1.1666666666666667,0.899,8642.0,20794.0,0.1332483633624935,0.07700452401578593,1.0016285551805122,-0.00022262933992345246
2026-05-22T02:37:46.399+00:00,1779417466399552000,37,R,7530,7774,9032,10236,7530,7774,9032,10236,19159,23463,18426,22137,-129,-221,-14,-0.505882,-0.866667,-0.054902,1,255,200,2026-05-22 02:37:46.399000+00:00,0.899,1.2,0.899,8643.0,20796.25,0.1448351775679277,0.08783328520550582,1.0050087145975404,0.003157530077104731
2026-05-22T02:37:46.399+00:00,1779417466399578000,38,R,7535,7777,9034,10239,7535,7777,9034,10239,19158,23462,18430,22140,-127,-221,-14,-0.498039,-0.866667,-0.054902,1,255,300,2026-05-22 02:37:46.399000+00:00,0.899,1.2333333333333334,0.899,8646.25,20797.5,0.1824923237355889,0.0938492636442391,1.0010837947015225,-0.0007673898189131112
2026-05-22T02:37:46.551+00:00,1779417466551776000,39,R,7535,7776,9035,10242,7535,7776,9035,10242,19164,23462,18431,22140,-126,-221,-15,-0.494118,-0.866667,-0.058824,1,255,400,2026-05-22 02:37:46.551000+00:00,1.051,1.2666666666666666,1.051,8647.0,20799.25,0.19118243438966456,0.10227163345846568,0.9993620714180621,-0.0024891131023735413
2026-05-22T02:37:46.551+00:00,1779417466551931000,40,R,7536,7776,9036,10240,7536,7776,9036,10240,19165,23466,18430,22142,-126,-221,-14,-0.494118,-0.866667,-0.054902,1,255,500,2026-05-22 02:37:46.551000+00:00,1.051,1.3,1.051,8647.0,20800.75,0.19118243438966456,0.10949080758494562,0.999138887451089,-0.002712297069346614
2026-05-22T02:37:46.551+00:00,1779417466552006000,41,R,7537,7778,9038,10244,7537,7778,9038,10244,19165,23467,18432,22146,-125,-220,-15,-0.490196,-0.862745,-0.058824,1,255,600,2026-05-22 02:37:46.551000+00:00,1.051,1.3333333333333333,1.051,8649.25,20802.5,0.21725276635189156,0.1179131773991722,0.9940227947170025,-0.007828389803433145
2026-05-22T02:37:46.552+00:00,1779417466552105000,42,R,7538,7780,9039,10244,7538,7780,9039,10244,19170,23472,18432,22147,-126,-221,-14,-0.494118,-0.866667,-0.054902,1,255,700,2026-05-22 02:37:46.552000+00:00,1.052,1.3666666666666667,1.052,8650.25,20805.25,0.22883958055732576,0.1311483299643854,0.999138887451089,-0.0024896677294231617
2026-05-22T02:37:46.552+00:00,1779417466552172000,43,R,7540,7781,9042,10247,7540,7781,9042,10247,19174,23471,18436,22151,-127,-220,-14,-0.498039,-0.862745,-0.054902,1,255,800,2026-05-22 02:37:46.552000+00:00,1.052,1.4,1.052,8652.5,20808.0,0.25490991251955275,0.14438348252959862,0.997690337805273,-0.003938217375239139
2026-05-22T02:37:46.700+00:00,1779417466700654000,44,R,7539,7780,9039,10247,7539,7780,9039,10247,19168,23468,18433,22147,-128,-220,-15,-0.501961,-0.862745,-0.058824,1,255,900,2026-05-22 02:37:46.700000+00:00,1.2,1.4333333333333333,1.2,8651.25,20804.0,0.24042639476275998,0.12513235152565214,0.9998770141982463,-0.0014295309646223942
2026-05-22T02:37:46.700+00:00,1779417466700767000,45,R,7538,7778,9040,10245,7538,7778,9040,10245,19169,23474,18432,22146,-129,-220,-15,-0.505882,-0.862745,-0.058824,1,255,a00,2026-05-22 02:37:46.700000+00:00,1.2,1.4666666666666666,1.2,8650.25,20805.25,0.22883958055732576,0.1311483299643854,1.0018511845204356,0.0007673898189131112
2026-05-22T02:37:46.700+00:00,1779417466700833000,46,R,7538,7777,9039,10242,7538,7777,9039,10242,19171,23470,18432,22143,-128,-221,-15,-0.501961,-0.866667,-0.058824,1,255,b00,2026-05-22 02:37:46.700000+00:00,1.2,1.5,1.2,8649.0,20804.0,0.214356062800533,0.12513235152565214,1.0032630748642153,0.001956529701346632
2026-05-22T02:37:46.700+00:00,1779417466700896000,47,R,7534,7772,9035,10237,7534,7772,9035,10237,19166,23463,18425,22137,-128,-222,-15,-0.501961,-0.870588,-0.058824,1,255,c00,2026-05-22 02:37:46.700000+00:00,1.2,1.5333333333333334,1.2,8644.5,20797.75,0.16221539887607903,0.09505245933198575,1.0066521614942274,0.005345616331358771
2026-05-22T02:37:46.701+00:00,1779417466701192000,48,R,7531,7772,9032,10233,7531,7772,9032,10233,19163,23465,18423,22132,-129,-223,-14,-0.505882,-0.87451,-0.054902,1,255,d00,2026-05-22 02:37:46.701000+00:00,1.201,1.5666666666666667,1.201,8642.0,20795.75,0.12744757270304716,0.0854268938300125,1.0117799007827741,0.010235358870134048
2026-05-22T02:37:46.851+00:00,1779417466851757000,49,R,7531,7768,9030,10232,7531,7768,9030,10232,19159,23460,18418,22128,-128,-222,-16,-0.501961,-0.870588,-0.062745,1,255,e00,2026-05-22 02:37:46.851000+00:00,1.351,1.6,1.351,8640.25,20791.25,0.10427226647356988,0.06256542297835477,1.0068888947098384,0.0053443527971983595
2026-05-22T02:37:46.851+00:00,1779417466851900000,50,R,7529,7767,9028,10225,7529,7767,9028,10225,19158,23455,18419,22125,-128,-220,-16,-0.501961,-0.862745,-0.062745,1,255,f00,2026-05-22 02:37:46.851000+00:00,1.351,1.6333333333333333,1.351,8637.25,20789.25,0.06082020389249305,0.04932864911689687,1.000115351132558,-0.0014291907800820791
2026-05-22T02:37:46.851+00:00,1779417466851975000,51,R,7529,7764,9026,10225,7529,7764,9026,10225,19158,23454,18415,22122,-128,-219,-16,-0.501961,-0.858824,-0.062745,1,255,000,2026-05-22 02:37:46.851000+00:00,1.351,1.6666666666666667,1.351,8636.0,20787.25,0.040544454097885894,0.03729637382997666,0.9967348912935676,-0.004809650619072459
2026-05-22T02:37:46.852+00:00,1779417466852040000,52,R,7526,7765,9024,10224,7526,7765,9024,10224,19155,23449,18415,22119,-128,-220,-16,-0.501961,-0.862745,-0.062745,1,255,100,2026-05-22 02:37:46.852000+00:00,1.352,1.7,1.352,8634.75,20784.5,0.023167588543627465,0.018045546960528375,1.000115351132558,-0.0014291907800820791
2026-05-22T02:37:46.852+00:00,1779417466852178000,53,R,7524,7765,9022,10220,7524,7765,9022,10220,19152,23446,18416,22115,-127,-220,-16,-0.498039,-0.862745,-0.062745,1,255,200,2026-05-22 02:37:46.852000+00:00,1.352,1.7333333333333334,1.352,8632.75,20782.25,0.0,0.00481203007518797,0.9981526514371436,-0.003391890475496484
2026-05-22T02:37:46.999+00:00,1779417466999676000,54,R,7524,7765,9021,10218,7524,7765,9021,10218,19151,23449,18414,22113,-128,-220,-16,-0.501961,-0.862745,-0.062745,1,255,300,2026-05-22 02:37:46.999000+00:00,1.499,1.7666666666666666,1.499,8632.0,20781.75,-0.01447890423652738,0.00120299304670019,1.000115351132558,-0.0014291907800820791
2026-05-22T02:37:46.999+00:00,1779417466999815000,55,R,7524,7763,9020,10215,7524,7763,9020,10215,19149,23450,18414,22115,-129,-221,-16,-0.505882,-0.866667,-0.062745,1,255,400,2026-05-22 02:37:46.999000+00:00,1.499,1.8,1.499,8630.5,20782.0,-0.037642970899087885,0.0012029785749515802,1.0054676632483017,0.003923121335661639
2026-05-22T02:37:46.999+00:00,1779417466999890000,56,R,7523,7765,9022,10214,7523,7765,9022,10214,19148,23442,18410,22110,-130,-219,-16,-0.509804,-0.858824,-0.062745,1,255,500,2026-05-22 02:37:46.999000+00:00,1.499,1.8333333333333333,1.499,8631.0,20777.5,-0.03474635163307853,-0.020450635774176863,1.0007076078540624,-0.0008369340585776541
2026-05-22T02:37:46.999+00:00,1779417466999956000,57,R,7521,7764,9019,10214,7521,7764,9019,10214,19145,23442,18413,22111,-131,-219,-17,-0.513725,-0.858824,-0.066667,1,255,600,2026-05-22 02:37:46.999000+00:00,1.499,1.8666666666666667,1.499,8629.5,20777.75,-0.06080083384000695,-0.02045038976036955,1.0029638714779312,0.0013353162974190091
2026-05-22T02:37:47.000+00:00,1779417467000019000,58,R,7519,7759,9021,10215,7519,7759,9021,10215,19144,23439,18414,22109,-132,-220,-16,-0.517647,-0.862745,-0.062745,1,255,700,2026-05-22 02:37:47+00:00,1.5,1.9,1.5,8628.5,20776.5,-0.07527504342790967,-0.027667841547474408,1.0080795041359585,0.006228319615522837
2026-05-22T02:37:47.000+00:00,1779417467000082000,59,R,7518,7760,9015,10212,7518,7760,9015,10212,19140,23438,18408,22104,-131,-221,-17,-0.513725,-0.866667,-0.066667,1,255,800,2026-05-22 02:37:47+00:00,1.5,1.9333333333333333,1.5,8626.25,20772.5,-0.11000781634484555,-0.052926600428224314,1.0096878494876522,0.007836664967216578
2026-05-22T02:37:47.149+00:00,1779417467149426000,60,R,7517,7760,9013,10210,7517,7760,9013,10210,19135,23436,18409,22106,-129,-221,-18,-0.505882,-0.866667,-0.070588,1,255,900,2026-05-22 02:37:47.149000+00:00,1.649,1.9666666666666666,1.649,8625.0,20771.5,-0.12737378415933304,-0.05773810955806288,1.0059875508956362,0.0036452830858824115
2026-05-22T02:37:47.149+00:00,1779417467149567000,61,R,7517,7762,9015,10212,7517,7762,9015,10212,19136,23432,18408,22101,-128,-220,-17,-0.501961,-0.862745,-0.066667,1,255,a00,2026-05-22 02:37:47.149000+00:00,1.649,2.0,1.649,8626.5,20769.25,-0.11289622231871473,-0.06856400510019968,1.0003690666124179,-0.0019732011973359054
2026-05-22T02:37:47.149+00:00,1779417467149641000,62,R,7515,7763,9015,10211,7515,7763,9015,10211,19136,23434,18412,22103,-128,-222,-16,-0.501961,-0.870588,-0.062745,1,255,b00,2026-05-22 02:37:47.149000+00:00,1.649,2.033333333333333,1.649,8626.0,20771.25,-0.12157702773114108,-0.05894098684052253,1.0068888947098384,0.0045466269000846715
2026-05-22T02:37:47.149+00:00,1779417467149706000,63,R,7516,7764,9016,10214,7516,7764,9016,10214,19139,23435,18412,22105,-128,-222,-17,-0.501961,-0.870588,-0.066667,1,255,c00,2026-05-22 02:37:47.149000+00:00,1.649,2.066666666666667,1.649,8627.5,20772.75,-0.10420888091240664,-0.05172372314576467,1.0071409038232932,0.00479863601353947
2026-05-22T02:37:47.149+00:00,1779417467149769000,64,R,7516,7765,9017,10213,7516,7765,9017,10213,19138,23432,18413,22103,-127,-219,-17,-0.498039,-0.858824,-0.066667,1,255,d00,2026-05-22 02:37:47.149000+00:00,1.649,2.1,1.649,8627.75,20771.5,-0.1013141897759509,-0.05773810955806288,0.9950206014882305,-0.006830583032205184
2026-05-22T02:37:47.301+00:00,1779417467301934000,65,R,7516,7764,9015,10212,7516,7764,9015,10212,19138,23435,18412,22106,-128,-221,-17,-0.501961,-0.866667,-0.066667,1,255,e00,2026-05-22 02:37:47.301000+00:00,1.801,2.1333333333333333,1.801,8626.75,20772.75,-0.11289295432177386,-0.05172372314576467,1.003753467390773,0.0019022828703374461
2026-05-22T02:37:47.302+00:00,1779417467302074000,66,R,7518,7765,9018,10213,7518,7765,9018,10213,19140,23437,18414,22104,-129,-220,-17,-0.505882,-0.862745,-0.066667,1,255,f00,2026-05-22 02:37:47.302000+00:00,1.802,2.1666666666666665,1.802,8628.5,20773.75,-0.09263011636658369,-0.046912214015926094,1.0023422678097538,0.0007137126292415807
2026-05-22T02:37:47.302+00:00,1779417467302145000,67,R,7516,7763,9017,10213,7516,7763,9017,10213,19138,23435,18416,22104,-130,-221,-14,-0.509804,-0.866667,-0.054902,1,255,000,2026-05-22 02:37:47.302000+00:00,1.802,2.2,1.802,8627.25,20773.25,-0.10710357204886238,-0.04931796858084538,1.006988598202085,0.00536004302157278
2026-05-22T02:37:47.302+00:00,1779417467302210000,68,R,7515,7765,9017,10214,7515,7765,9017,10214,19137,23432,18415,22104,-131,-221,-14,-0.513725,-0.866667,-0.054902,1,255,100,2026-05-22 02:37:47.302000+00:00,1.802,2.2333333333333334,1.802,8627.75,20772.0,-0.1013141897759509,-0.0553323549931436,1.0089793328497865,0.007434790937146385
2026-05-22T02:37:47.302+00:00,1779417467302272000,69,R,7514,7765,9015,10214,7514,7765,9015,10214,19135,23430,18415,22100,-128,-220,-14,-0.501961,-0.862745,-0.054902,1,255,200,2026-05-22 02:37:47.302000+00:00,1.802,2.2666666666666666,1.802,8627.0,20770.0,-0.10999826318531812,-0.06495537325282075,0.999653945198037,-0.001890596714603121
2026-05-22T02:37:47.451+00:00,1779417467451757000,70,R,7513,7764,9015,10213,7513,7764,9015,10213,19134,23436,18415,22103,-127,-220,-15,-0.498039,-0.862745,-0.058824,1,255,300,2026-05-22 02:37:47.451000+00:00,1.951,2.3,1.951,8626.25,20772.0,-0.11868233659468534,-0.0553323549931436,0.9979138457412042,-0.0036306961714358543
2026-05-22T02:37:47.451+00:00,1779417467451888000,71,R,7517,7766,9016,10215,7517,7766,9016,10215,19134,23437,18418,22106,-127,-220,-15,-0.498039,-0.862745,-0.058824,1,255,400,2026-05-22 02:37:47.451000+00:00,1.951,2.3333333333333335,1.951,8628.5,20773.75,-0.09263011636658369,-0.046912214015926094,0.9979138457412042,-0.0036306961714358543
2026-05-22T02:37:47.451+00:00,1779417467451965000,72,R,7516,7766,9016,10214,7516,7766,9016,10214,19135,23434,18416,22106,-126,-219,-15,-0.494118,-0.858824,-0.058824,1,255,500,2026-05-22 02:37:47.451000+00:00,1.951,2.3666666666666667,1.951,8628.0,20772.75,-0.09841949863949516,-0.05172372314576467,0.992568145708898,-0.00906040947161424
2026-05-22T02:37:47.452+00:00,1779417467452031000,73,R,7517,7767,9016,10216,7517,7767,9016,10216,19135,23439,18417,22106,-128,-220,-14,-0.501961,-0.862745,-0.054902,1,255,600,2026-05-22 02:37:47.452000+00:00,1.952,2.4,1.952,8629.0,20774.25,-0.08684073409367221,-0.044506459451006807,0.999653945198037,-0.002197239322398681
2026-05-22T02:37:47.452+00:00,1779417467452094000,74,R,7516,7765,9020,10218,7516,7765,9020,10218,19135,23442,18417,22106,-127,-220,-15,-0.498039,-0.862745,-0.058824,1,255,700,2026-05-22 02:37:47.452000+00:00,1.952,2.433333333333333,1.952,8629.75,20775.0,-0.07815666068430499,-0.040897827603627875,0.9979138457412042,-0.003937338779231414
2026-05-22T02:37:47.452+00:00,1779417467452157000,75,R,7517,7768,9017,10220,7517,7768,9017,10220,19136,23436,18419,22109,-127,-219,-15,-0.498039,-0.858824,-0.058824,1,255,800,2026-05-22 02:37:47.452000+00:00,1.952,2.466666666666667,1.952,8630.5,20775.0,-0.06947258727493777,-0.040897827603627875,0.9945259028667881,-0.007325281653647542
