14:50:41.941 268,8636,8769,9493,11268,24178,25921,21360,24542,  -4,-252,  27,0,68,f73500
14:50:41.941 R,8635,8773,9491,11266,8635,8773,9491,11266,24180,25918,21365,24543,  -5,-252,  27,0,68,073500
14:50:41.941 R,8641,8778,9497,11274,8641,8778,9497,11274,24186,25932,21373,24554,   0,-253,  28,0,68,873570
14:50:41.941 R,8643,8776,9498,11275,8643,8776,9498,11275,24194,25930,21374,24552,  -1,-254,  28,0,68,973570
14:50:41.941 R,8641,8779,9498,11277,8641,8779,9498,11277,24187,25931,21372,24556,  -3,-254,  28,0,68,a73570
14:50:41.941 R,8642,8779,9499,11279,8642,8779,9499,11279,24190,25933,21374,24558,  -2,-252,  28,0,68,b73570
14:50:41.946 R,8644,8779,9499,11278,8644,8779,9499,11278,24190,25934,21375,24559,  -2,-252,  28,0,68,c73570
14:50:41.946 R,8646,8784,9505,11287,8646,8784,9505,11287,24200,25944,21384,24567,  -4,-254,  28,0,68,473640
14:50:41.946 R,8651,8786,9504,11287,8651,8786,9504,11287,24199,25943,21382,24571,  -4,-253,  27,0,68,573640
14:50:41.946 R,8652,8786,9503,11288,8652,8786,9503,11288,24202,25944,21383,24568,  -2,-253,  26,0,68,673640
14:50:41.946 R,8650,8783,9503,11284,8650,8783,9503,11284,24203,25944,21380,24567,  -3,-253,  26,0,68,773640
14:50:42.091 R,8648,8778,9501,11283,8648,8778,9501,11283,24201,25942,21379,24567,  -2,-253,  26,0,68,873640
14:50:42.091 R,8646,8777,9502,11279,8646,8777,9502,11279,24198,25939,21375,24559,  -4,-253,  26,0,68,973640
14:50:42.091 R,8649,8771,9517,11270,8649,8771,9517,11270,24188,25930,21367,24553,  -6,-254,  24,0,68,f73690
14:50:42.091 R,8641,8773,9494,11271,8641,8773,9494,11271,24191,25932,21365,24549,  -6,-253,  25,0,68,073690
14:50:42.091 R,8638,8772,9497,11268,8638,8772,9497,11268,24189,25930,21363,24544,  -5,-254,  25,0,68,173690
14:50:42.241 R,8639,8771,9493,11266,8639,8771,9493,11266,24188,25931,21368,24545,  -5,-252,  25,0,68,273690
14:50:42.241 R,8642,8772,9493,11265,8642,8772,9493,11265,24191,25934,21363,24543,  -5,-254,  25,0,68,373690
14:50:42.241 R,8638,8770,9493,11267,8638,8770,9493,11267,24190,25929,21362,24544,  -2,-254,  25,0,68,a73750
14:50:42.241 R,8640,8769,9493,11268,8640,8769,9493,11268,24189,25929,21361,24544,  -1,-252,  25,0,68,b73750
14:50:42.241 R,8638,8773,9492,11266,8638,8773,9492,11266,24188,25928,21363,24542,  -1,-253,  26,0,68,c73750
14:50:42.241 R,8638,8769,9494,11266,8638,8769,9494,11266,24188,25930,21362,24541,  -3,-254,  26,0,68,d73750
14:50:42.396 R,8638,8772,9492,11266,8638,8772,9492,11266,24191,25928,21365,24542,  -2,-254,  25,0,68,e73750
14:50:42.396 R,8642,8772,9495,11271,8642,8772,9495,11271,24187,25931,21364,24546,  -2,-253,  24,0,68,573810
14:50:42.396 R,8639,8772,9496,11268,8639,8772,9496,11268,24188,25930,21365,24545,  -3,-254,  23,0,68,673810
14:50:42.396 R,8641,8773,9498,11273,8641,8773,9498,11273,24188,25929,21363,24545,  -3,-255,  24,0,68,773810
14:50:42.396 R,8641,8774,9498,11271,8641,8774,9498,11271,24189,25934,21369,24549,  -3,-253,  24,0,68,873810
14:50:42.542 R,8642,8774,9498,11271,8642,8774,9498,11271,24194,25936,21369,24548,  -4,-253,  24,0,68,973810
14:50:42.542 R,8647,8778,9501,11277,8647,8778,9501,11277,24199,25938,21370,24557,  -5,-253,  25,0,68,173880
14:50:42.542 R,8645,8779,9501,11279,8645,8779,9501,11279,24197,25938,21374,24560,  -5,-253,  26,0,68,273880
14:50:42.542 R,8645,8781,9500,11280,8645,8781,9500,11280,24196,25939,21379,24559,  -5,-253,  26,0,68,373880
14:50:42.542 R,8635,8778,9480,11266,8635,8778,9480,11266,24206,25941,21381,24570,  -5,-253,  26,0,68,473880
14:50:42.692 R,8648,8782,9501,11284,8648,8782,9501,11284,24201,25945,21379,24563,  -4,-254,  26,0,68,573880
14:50:42.692 R,8650,8784,9509,11290,8650,8784,9509,11290,24206,25948,21382,24568,  -3,-254,  25,0,68,c73940
14:50:42.692 R,8651,8787,9507,11288,8651,8787,9507,11288,24212,25953,21384,24570,  -3,-252,  26,0,68,d73940
14:50:42.692 R,8652,8789,9507,11289,8652,8789,9507,11289,24204,25948,21378,24569,  -3,-252,  27,0,68,e73940
14:50:42.692 R,8655,8788,9508,11292,8655,8788,9508,11292,24215,25956,21388,24570,  -3,-253,  26,0,68,f73940
14:50:42.842 R,8652,8791,9508,11293,8652,8791,9508,11293,24213,25955,21384,24571,  -1,-254,  26,0,68,073940
14:50:42.842 R,8654,8788,9510,11295,8654,8788,9510,11295,24217,25956,21387,24577,  -3,-252,  26,0,68,173940
14:50:42.842 R,8661,8794,9512,11301,8661,8794,9512,11301,24222,25962,21395,24582,  -2,-253,  27,0,68,773990
14:50:42.842 R,8659,8792,9511,11300,8659,8792,9511,11300,24223,25961,21390,24582,  -1,-254,  27,0,68,873990
14:50:42.842 R,8658,8792,9509,11301,8658,8792,9509,11301,24223,25955,21384,24582,  -1,-252,  26,0,68,973990
14:50:43.147 R,8657,8786,9508,11292,8657,8786,9508,11292,24222,25956,21385,24579,  -1,-253,  26,0,68,a73990
14:50:43.147 R,8655,8786,9509,11287,8655,8786,9509,11287,24221,25952,21380,24573,  -1,-253,  27,0,68,b73990
14:50:43.147 R,8652,8779,9501,11281,8652,8779,9501,11281,24209,25945,21371,24559,  -1,-254,  26,0,68,374060
14:50:43.147 R,8651,8779,9502,11279,8651,8779,9502,11279,24208,25943,21371,24558,   0,-254,  26,0,68,474060
14:50:43.147 R,8652,8779,9500,11280,8652,8779,9500,11280,24207,25943,21374,24557,  -2,-253,  26,0,68,574060
14:50:43.147 R,8648,8776,9502,11280,8648,8776,9502,11280,24206,25943,21369,24559,  -1,-254,  26,0,68,674060
14:50:43.151 R,8648,8780,9487,11271,8648,8780,9487,11271,24207,25942,21369,24559,  -1,-255,  26,0,68,774060
14:50:43.151 R,8651,8782,9501,11281,8651,8782,9501,11281,24208,25941,21370,24560,  -2,-253,  25,0,68,f74130
14:50:43.151 R,8651,8781,9502,11282,8651,8781,9502,11282,24207,25942,21370,24558,  -2,-254,  25,0,68,074130
14:50:43.151 R,8644,8771,9480,11270,8644,8771,9480,11270,24210,25938,21373,24554,  -2,-254,  25,0,68,174130
14:50:43.151 R,8652,8782,9503,11282,8652,8782,9503,11282,24208,25941,21368,24555,  -2,-253,  25,0,68,274130
14:50:43.292 R,8649,8780,9503,11282,8649,8780,9503,11282,24207,25941,21372,24560,  -1,-254,  25,0,68,374130
14:50:43.292 R,8650,8781,9505,11285,8650,8781,9505,11285,24210,25948,21370,24565,  -1,-253,  25,0,68,b74200
14:50:43.292 R,8650,8782,9502,11285,8650,8782,9502,11285,24213,25948,21372,24563,  -1,-252,  25,0,68,c74200
14:50:43.292 R,8654,8786,9507,11284,8654,8786,9507,11284,24213,25948,21375,24565,   0,-253,  27,0,68,d74200
14:50:43.292 R,8652,8783,9505,11286,8652,8783,9505,11286,24214,25947,21374,24565,  -1,-253,  26,0,68,e74200
14:50:43.442 R,8654,8784,9506,11287,8654,8784,9506,11287,24210,25944,21374,24565,   0,-253,  26,0,68,f74200
14:50:43.442 R,8657,8790,9511,11291,8657,8790,9511,11291,24218,25955,21382,24575,   1,-252,  26,0,68,774270
14:50:43.442 R,8659,8788,9510,11293,8659,8788,9510,11293,24221,25956,21382,24573,   1,-253,  27,0,68,874270
14:50:43.442 R,8647,8789,9506,11297,8647,8789,9506,11297,24221,25956,21379,24569,   1,-252,  26,0,68,974270
14:50:43.442 R,8659,8790,9513,11295,8659,8790,9513,11295,24224,25955,21384,24575,   1,-254,  26,0,68,a74270
14:50:43.592 R,8656,8791,9514,11298,8656,8791,9514,11298,24223,25957,21382,24579,   2,-253,  27,0,68,b74270
14:50:43.592 R,8662,8792,9512,11300,8662,8792,9512,11300,24224,25957,21380,24577,   1,-254,  26,0,68,c74270
14:50:43.592 R,8663,8808,9529,11326,8663,8808,9529,11326,24227,25960,21388,24586,   2,-253,  26,0,68,274320
14:50:43.592 R,8662,8797,9518,11306,8662,8797,9518,11306,24231,25964,21390,24585,   2,-253,  27,0,68,374320
14:50:43.592 R,8666,8797,9517,11308,8666,8797,9517,11308,24231,25970,21390,24584,   2,-252,  27,0,68,474320
14:50:43.916 R,8665,8795,9519,11304,8665,8795,9519,11304,24231,25968,21390,24589,   2,-252,  26,0,68,574320
14:50:43.916 R,8667,8801,9520,11309,8667,8801,9520,11309,24231,25972,21392,24591,   3,-254,  26,0,68,674320
14:50:43.916 R,8662,8789,9514,11294,8662,8789,9514,11294,24230,25961,21377,24577,   2,-255,  26,0,68,d74380
