host_time_iso,host_time_unix_ns,sample_index,record_type,ir1,ir2,ir3,ir4,ir1_repeat,ir2_repeat,ir3_repeat,ir4_repeat,red1,red2,red3,red4,accel_x_raw,accel_y_raw,accel_z_raw,accel_x_g,accel_y_g,accel_z_g,reserved,heart_rate,debug
2026-05-18T04:12:09.789+00:00,1779077529789899000,34,R,8229,10034,9667,11352,8229,10034,9667,11352,23401,26739,23489,23964,-111,-229,12,-0.435294,-0.898039,0.047059,0,65,600
2026-05-18T04:12:09.789+00:00,1779077529789990000,35,R,8227,10027,9662,11345,8227,10027,9662,11345,23402,26741,23492,23967,-111,-229,12,-0.435294,-0.898039,0.047059,0,65,700
2026-05-18T04:12:09.790+00:00,1779077529790058000,36,R,8226,10029,9664,11344,8226,10029,9664,11344,23405,26737,23488,23964,-111,-229,12,-0.435294,-0.898039,0.047059,0,65,800
2026-05-18T04:12:09.790+00:00,1779077529790139000,37,R,8227,10027,9663,11343,8227,10027,9663,11343,23405,26739,23490,23965,-111,-229,13,-0.435294,-0.898039,0.05098,0,65,900
2026-05-18T04:12:10.085+00:00,1779077530085968000,38,R,8228,10034,9666,11349,8228,10034,9666,11349,23404,26735,23492,23966,-110,-228,13,-0.431373,-0.894118,0.05098,0,65,a00
2026-05-18T04:12:10.086+00:00,1779077530086049000,39,R,8226,10028,9665,11346,8226,10028,9665,11346,23405,26741,23493,23968,-111,-230,12,-0.435294,-0.901961,0.047059,0,65,b00
2026-05-18T04:12:10.086+00:00,1779077530086079000,40,R,8229,10028,9665,11347,8229,10028,9665,11347,23405,26739,23495,23971,-110,-230,13,-0.431373,-0.901961,0.05098,0,65,c00
2026-05-18T04:12:10.086+00:00,1779077530086105000,41,R,8230,10031,9666,11349,8230,10031,9666,11349,23404,26739,23492,23971,-111,-230,12,-0.435294,-0.901961,0.047059,0,65,d00
2026-05-18T04:12:10.086+00:00,1779077530086130000,42,R,8231,10031,9668,11348,8231,10031,9668,11348,23403,26739,23491,23968,-110,-231,12,-0.431373,-0.905882,0.047059,0,65,e00
2026-05-18T04:12:10.234+00:00,1779077530234634000,43,R,8228,10033,9666,11350,8228,10033,9666,11350,23408,26743,23496,23975,-110,-231,13,-0.431373,-0.905882,0.05098,0,65,f00
2026-05-18T04:12:10.234+00:00,1779077530234680000,44,R,8230,10034,9669,11351,8230,10034,9669,11351,23407,26743,23497,23972,-111,-230,12,-0.435294,-0.901961,0.047059,0,65,000
2026-05-18T04:12:10.234+00:00,1779077530234698000,45,R,8231,10032,9668,11351,8231,10032,9668,11351,23408,26743,23494,23971,-110,-230,12,-0.431373,-0.901961,0.047059,0,65,100
2026-05-18T04:12:10.234+00:00,1779077530234712000,46,R,8233,10033,9670,11353,8233,10033,9670,11353,23405,26741,23496,23972,-110,-230,12,-0.431373,-0.901961,0.047059,0,65,200
2026-05-18T04:12:10.234+00:00,1779077530234726000,47,R,8233,10034,9669,11353,8233,10034,9669,11353,23408,26738,23499,23976,-111,-230,12,-0.435294,-0.901961,0.047059,0,65,300
2026-05-18T04:12:10.234+00:00,1779077530234839000,48,R,8232,10036,9670,11355,8232,10036,9670,11355,23410,26744,23499,23972,-110,-231,13,-0.431373,-0.905882,0.05098,0,65,400
2026-05-18T04:12:10.386+00:00,1779077530386620000,49,R,8233,10037,9670,11355,8233,10037,9670,11355,23413,26749,23493,23977,-109,-230,12,-0.427451,-0.901961,0.047059,0,65,500
2026-05-18T04:12:10.386+00:00,1779077530386676000,50,R,8233,10037,9672,11356,8233,10037,9672,11356,23409,26745,23499,23982,-110,-231,13,-0.431373,-0.905882,0.05098,0,65,600
2026-05-18T04:12:10.386+00:00,1779077530386704000,51,R,8233,10037,9670,11356,8233,10037,9670,11356,23412,26749,23499,23983,-109,-230,12,-0.427451,-0.901961,0.047059,0,65,700
2026-05-18T04:12:10.386+00:00,1779077530386727000,52,R,8234,10037,9671,11358,8234,10037,9671,11358,23411,26746,23502,23978,-108,-230,13,-0.423529,-0.901961,0.05098,0,65,800
2026-05-18T04:12:10.386+00:00,1779077530386748000,53,R,8237,10035,9680,11359,8237,10035,9680,11359,23417,26747,23505,23984,-110,-230,12,-0.431373,-0.901961,0.047059,0,65,900
2026-05-18T04:12:10.836+00:00,1779077530836517000,54,R,8236,10037,9673,11358,8236,10037,9673,11358,23412,26750,23500,23982,-109,-230,12,-0.427451,-0.901961,0.047059,0,65,a00
2026-05-18T04:12:10.836+00:00,1779077530836555000,55,R,8235,10040,9672,11362,8235,10040,9672,11362,23410,26746,23501,23985,-109,-229,12,-0.427451,-0.898039,0.047059,0,65,b00
2026-05-18T04:12:10.836+00:00,1779077530836572000,56,R,8234,10037,9672,11361,8234,10037,9672,11361,23413,26751,23502,23984,-108,-231,13,-0.423529,-0.905882,0.05098,0,65,c00
2026-05-18T04:12:10.836+00:00,1779077530836586000,57,R,8235,10041,9673,11363,8235,10041,9673,11363,23412,26753,23503,23984,-109,-230,13,-0.427451,-0.901961,0.05098,0,65,d00
2026-05-18T04:12:10.836+00:00,1779077530836599000,58,R,8236,10040,9675,11364,8236,10040,9675,11364,23417,26752,23503,23986,-109,-230,13,-0.427451,-0.901961,0.05098,0,65,e00
2026-05-18T04:12:10.985+00:00,1779077530985408000,59,R,8238,10042,9675,11366,8238,10042,9675,11366,23414,26753,23507,23990,-110,-230,12,-0.431373,-0.901961,0.047059,0,65,f00
2026-05-18T04:12:10.985+00:00,1779077530985454000,60,R,8237,10042,9677,11365,8237,10042,9677,11365,23417,26753,23510,23993,-110,-229,14,-0.431373,-0.898039,0.054902,0,65,000
2026-05-18T04:12:10.985+00:00,1779077530985477000,61,R,8239,10042,9676,11370,8239,10042,9676,11370,23420,26752,23509,23995,-109,-229,13,-0.427451,-0.898039,0.05098,0,65,100
2026-05-18T04:12:10.985+00:00,1779077530985496000,62,R,8239,10043,9677,11367,8239,10043,9677,11367,23418,26757,23508,23994,-109,-229,13,-0.427451,-0.898039,0.05098,0,65,200
2026-05-18T04:12:10.985+00:00,1779077530985514000,63,R,8239,10044,9679,11367,8239,10044,9679,11367,23421,26754,23507,23992,-110,-231,12,-0.431373,-0.905882,0.047059,0,65,300
2026-05-18T04:12:11.136+00:00,1779077531136701000,64,R,8239,10045,9679,11372,8239,10045,9679,11372,23419,26759,23509,23992,-110,-230,12,-0.431373,-0.901961,0.047059,0,65,400
2026-05-18T04:12:11.136+00:00,1779077531136825000,65,R,8240,10045,9678,11371,8240,10045,9678,11371,23418,26756,23510,23999,-108,-231,11,-0.423529,-0.905882,0.043137,0,65,500
2026-05-18T04:12:11.136+00:00,1779077531136855000,66,R,8241,10045,9679,11372,8241,10045,9679,11372,23418,26758,23513,23999,-110,-231,11,-0.431373,-0.905882,0.043137,0,65,600
2026-05-18T04:12:11.136+00:00,1779077531136881000,67,R,8241,10047,9678,11371,8241,10047,9678,11371,23417,26757,23510,23998,-111,-230,11,-0.435294,-0.901961,0.043137,0,65,700
2026-05-18T04:12:11.136+00:00,1779077531136905000,68,R,8239,10044,9676,11372,8239,10044,9676,11372,23418,26755,23507,23993,-112,-231,12,-0.439216,-0.905882,0.047059,0,65,800
2026-05-18T04:12:11.136+00:00,1779077531136929000,69,R,8240,10042,9671,11360,8240,10042,9671,11360,23421,26751,23506,23991,-111,-231,11,-0.435294,-0.905882,0.043137,0,65,900
2026-05-18T04:12:11.286+00:00,1779077531286695000,70,R,8237,10040,9675,11364,8237,10040,9675,11364,23418,26749,23506,23989,-109,-231,10,-0.427451,-0.905882,0.039216,0,65,a00
2026-05-18T04:12:11.286+00:00,1779077531286752000,71,R,8236,10038,9673,11357,8236,10038,9673,11357,23415,26748,23499,23989,-110,-230,10,-0.431373,-0.901961,0.039216,0,65,b00
2026-05-18T04:12:11.286+00:00,1779077531286776000,72,R,8235,10036,9669,11355,8235,10036,9669,11355,23414,26747,23497,23983,-110,-230,11,-0.431373,-0.901961,0.043137,0,65,c00
2026-05-18T04:12:11.286+00:00,1779077531286797000,73,R,8234,10033,9669,11352,8234,10033,9669,11352,23413,26739,23492,23973,-110,-229,11,-0.431373,-0.898039,0.043137,0,65,d00
2026-05-18T04:12:11.286+00:00,1779077531286815000,74,R,8233,10030,9670,11350,8233,10030,9670,11350,23411,26740,23492,23976,-110,-229,10,-0.431373,-0.898039,0.039216,0,65,e00
2026-05-18T04:12:11.437+00:00,1779077531437386000,75,R,8233,10026,9674,11341,8233,10026,9674,11341,23410,26739,23489,23970,-109,-230,10,-0.427451,-0.901961,0.039216,0,65,f00
2026-05-18T04:12:11.437+00:00,1779077531437855000,76,R,8232,10026,9668,11346,8232,10026,9668,11346,23407,26737,23490,23969,-110,-230,10,-0.431373,-0.901961,0.039216,0,65,000
2026-05-18T04:12:11.437+00:00,1779077531437944000,77,R,8230,10028,9664,11343,8230,10028,9664,11343,23405,26734,23485,23964,-110,-231,11,-0.431373,-0.905882,0.043137,0,65,100
2026-05-18T04:12:11.438+00:00,1779077531438014000,78,R,8229,10023,9662,11342,8229,10023,9662,11342,23404,26733,23485,23967,-109,-230,11,-0.427451,-0.901961,0.043137,0,65,200
2026-05-18T04:12:11.438+00:00,1779077531438077000,79,R,8227,10025,9661,11340,8227,10025,9661,11340,23400,26734,23479,23965,-111,-231,10,-0.435294,-0.905882,0.039216,0,65,300
2026-05-18T04:12:11.586+00:00,1779077531586947000,80,R,8227,10024,9663,11337,8227,10024,9663,11337,23403,26734,23483,23964,-110,-230,10,-0.431373,-0.901961,0.039216,0,65,400
2026-05-18T04:12:11.587+00:00,1779077531587066000,81,R,8227,10024,9660,11339,8227,10024,9660,11339,23401,26732,23486,23963,-109,-230,11,-0.427451,-0.901961,0.043137,0,65,500
2026-05-18T04:12:11.587+00:00,1779077531587106000,82,R,8226,10021,9659,11336,8226,10021,9659,11336,23399,26731,23482,23960,-109,-230,11,-0.427451,-0.901961,0.043137,0,65,600
2026-05-18T04:12:11.587+00:00,1779077531587155000,83,R,8228,10021,9661,11336,8228,10021,9661,11336,23401,26727,23479,23960,-108,-230,11,-0.423529,-0.901961,0.043137,0,65,700
2026-05-18T04:12:11.587+00:00,1779077531587196000,84,R,8224,10019,9659,11340,8224,10019,9659,11340,23398,26727,23479,23958,-108,-230,11,-0.423529,-0.901961,0.043137,0,65,800
2026-05-18T04:12:11.735+00:00,1779077531735319000,85,R,8226,10023,9661,11337,8226,10023,9661,11337,23395,26729,23481,23957,-108,-230,9,-0.423529,-0.901961,0.035294,0,65,900
2026-05-18T04:12:11.735+00:00,1779077531735355000,86,R,8223,10019,9660,11336,8223,10019,9660,11336,23394,26726,23477,23955,-109,-230,10,-0.427451,-0.901961,0.039216,0,65,a00
2026-05-18T04:12:11.735+00:00,1779077531735371000,87,R,8227,10020,9659,11336,8227,10020,9659,11336,23398,26725,23478,23956,-109,-232,11,-0.427451,-0.909804,0.043137,0,65,b00
2026-05-18T04:12:11.735+00:00,1779077531735386000,88,R,8224,10024,9659,11336,8224,10024,9659,11336,23396,26723,23480,23959,-110,-232,10,-0.431373,-0.909804,0.039216,0,65,c00
2026-05-18T04:12:11.735+00:00,1779077531735399000,89,R,8223,10016,9659,11336,8223,10016,9659,11336,23396,26721,23479,23957,-111,-231,10,-0.435294,-0.905882,0.039216,0,65,d00
2026-05-18T04:12:11.735+00:00,1779077531735413000,90,R,8223,10021,9657,11332,8223,10021,9657,11332,23396,26722,23481,23953,-109,-230,10,-0.427451,-0.901961,0.039216,0,65,e00
2026-05-18T04:12:11.887+00:00,1779077531887433000,91,R,8225,10020,9658,11337,8225,10020,9658,11337,23398,26724,23476,23955,-110,-229,10,-0.431373,-0.898039,0.039216,0,65,f00
2026-05-18T04:12:11.887+00:00,1779077531887467000,92,R,8223,10021,9658,11334,8223,10021,9658,11334,23398,26721,23481,23953,-109,-229,11,-0.427451,-0.898039,0.043137,0,65,000
2026-05-18T04:12:11.887+00:00,1779077531887484000,93,R,8223,10018,9659,11334,8223,10018,9659,11334,23394,26721,23474,23950,-109,-230,10,-0.427451,-0.901961,0.039216,0,65,100
2026-05-18T04:12:11.887+00:00,1779077531887498000,94,R,8223,10016,9657,11332,8223,10016,9657,11332,23393,26723,23474,23951,-109,-230,10,-0.427451,-0.901961,0.039216,0,65,200
2026-05-18T04:12:11.887+00:00,1779077531887510000,95,R,8224,10019,9657,11331,8224,10019,9657,11331,23393,26719,23473,23953,-108,-230,11,-0.423529,-0.901961,0.043137,0,65,300
2026-05-18T04:12:12.037+00:00,1779077532037413000,96,R,8221,10018,9655,11334,8221,10018,9655,11334,23393,26723,23472,23950,-109,-231,11,-0.427451,-0.905882,0.043137,0,65,400
2026-05-18T04:12:12.037+00:00,1779077532037448000,97,R,8222,10020,9657,11334,8222,10020,9657,11334,23393,26722,23476,23950,-109,-231,11,-0.427451,-0.905882,0.043137,0,65,500
2026-05-18T04:12:12.037+00:00,1779077532037464000,98,R,8222,10020,9657,11336,8222,10020,9657,11336,23396,26721,23475,23951,-110,-231,10,-0.431373,-0.905882,0.039216,0,65,600
2026-05-18T04:12:12.037+00:00,1779077532037483000,99,R,8223,10019,9658,11333,8223,10019,9658,11333,23393,26722,23477,23953,-110,-230,10,-0.431373,-0.901961,0.039216,0,65,700
2026-05-18T04:12:12.037+00:00,1779077532037496000,100,R,8223,10017,9658,11332,8223,10017,9658,11332,23393,26720,23478,23950,-110,-230,10,-0.431373,-0.901961,0.039216,0,65,800
2026-05-18T04:12:12.187+00:00,1779077532187647000,101,R,8224,10020,9657,11334,8224,10020,9657,11334,23392,26725,23478,23955,-109,-230,10,-0.427451,-0.901961,0.039216,0,65,900
2026-05-18T04:12:12.187+00:00,1779077532187694000,102,R,8223,10018,9658,11334,8223,10018,9658,11334,23392,26721,23481,23956,-109,-230,10,-0.427451,-0.901961,0.039216,0,65,a00
2026-05-18T04:12:12.187+00:00,1779077532187710000,103,R,8225,10024,9657,11333,8225,10024,9657,11333,23390,26719,23479,23954,-110,-230,11,-0.431373,-0.901961,0.043137,0,65,b00
2026-05-18T04:12:12.187+00:00,1779077532187724000,104,R,8245,10027,9693,11347,8245,10027,9693,11347,23424,26800,23463,23958,-119,-226,15,-0.466667,-0.886275,0.058824,0,64,e2420
2026-05-18T04:12:12.187+00:00,1779077532187740000,105,R,8246,10026,9694,11351,8246,10026,9694,11351,23425,26798,23464,23959,-117,-226,17,-0.458824,-0.886275,0.066667,0,64,f2420
2026-05-18T04:12:12.337+00:00,1779077532337499000,106,R,8246,10026,9697,11350,8246,10026,9697,11350,23428,26798,23465,23959,-118,-225,17,-0.462745,-0.882353,0.066667,0,64,02420
2026-05-18T04:12:12.337+00:00,1779077532337537000,107,R,8246,10025,9695,11355,8246,10025,9695,11355,23425,26796,23464,23959,-118,-225,16,-0.462745,-0.882353,0.062745,0,64,12420
2026-05-18T04:12:12.337+00:00,1779077532337553000,108,R,8247,10028,9694,11353,8247,10028,9694,11353,23428,26804,23466,23965,-117,-225,16,-0.458824,-0.882353,0.062745,0,64,22420
2026-05-18T04:12:12.337+00:00,1779077532337567000,109,R,8253,10034,9699,11363,8253,10034,9699,11363,23434,26808,23473,23974,-118,-227,15,-0.462745,-0.890196,0.058824,0,64,92480
2026-05-18T04:12:12.337+00:00,1779077532337579000,110,R,8254,10033,9699,11371,8254,10033,9699,11371,23433,26807,23470,23975,-118,-227,15,-0.462745,-0.890196,0.058824,0,64,a2480
2026-05-18T04:12:12.337+00:00,1779077532337592000,111,R,8252,10032,9700,11363,8252,10032,9700,11363,23432,26806,23474,23980,-117,-227,14,-0.458824,-0.890196,0.054902,0,64,b2480
2026-05-18T04:12:12.488+00:00,1779077532488369000,112,R,8249,10031,9699,11365,8249,10031,9699,11365,23434,26805,23476,23976,-119,-227,15,-0.466667,-0.890196,0.058824,0,64,c2480
2026-05-18T04:12:12.488+00:00,1779077532488521000,113,R,8252,10033,9700,11364,8252,10033,9700,11364,23431,26801,23475,23978,-119,-227,15,-0.466667,-0.890196,0.058824,0,64,d2480
2026-05-18T04:12:12.488+00:00,1779077532488597000,114,R,8247,10017,9688,11341,8247,10017,9688,11341,23423,26786,23454,23955,-115,-226,16,-0.45098,-0.886275,0.062745,0,64,42540
2026-05-18T04:12:12.488+00:00,1779077532488664000,115,R,8244,10018,9686,11340,8244,10018,9686,11340,23422,26783,23458,23950,-116,-227,16,-0.454902,-0.890196,0.062745,0,64,52540
2026-05-18T04:12:12.488+00:00,1779077532488729000,116,R,8244,10014,9686,11330,8244,10014,9686,11330,23420,26782,23452,23951,-115,-227,16,-0.45098,-0.890196,0.062745,0,64,62540
2026-05-18T04:12:12.638+00:00,1779077532638458000,117,R,8242,10015,9683,11337,8242,10015,9683,11337,23418,26777,23451,23950,-116,-227,16,-0.454902,-0.890196,0.062745,0,64,72540
2026-05-18T04:12:12.638+00:00,1779077532638585000,118,R,8244,10016,9685,11339,8244,10016,9685,11339,23418,26777,23452,23948,-116,-227,15,-0.454902,-0.890196,0.058824,0,64,82540
2026-05-18T04:12:12.638+00:00,1779077532638664000,119,R,8238,10013,9680,11331,8238,10013,9680,11331,23412,26769,23450,23946,-116,-227,15,-0.454902,-0.890196,0.058824,0,64,02610
2026-05-18T04:12:12.638+00:00,1779077532638737000,120,R,8236,10011,9679,11331,8236,10011,9679,11331,23410,26769,23444,23943,-117,-227,15,-0.458824,-0.890196,0.058824,0,64,12610
2026-05-18T04:12:12.638+00:00,1779077532638801000,121,R,8236,10010,9673,11333,8236,10010,9673,11333,23411,26769,23445,23941,-118,-228,15,-0.462745,-0.894118,0.058824,0,64,22610
2026-05-18T04:12:12.936+00:00,1779077532936606000,122,R,8238,10011,9680,11330,8238,10011,9680,11330,23407,26768,23446,23941,-117,-228,14,-0.458824,-0.894118,0.054902,0,64,32610
2026-05-18T04:12:12.936+00:00,1779077532936767000,123,R,8237,10011,9676,11329,8237,10011,9676,11329,23406,26767,23442,23941,-116,-228,15,-0.454902,-0.894118,0.058824,0,64,42610
2026-05-18T04:12:12.936+00:00,1779077532936792000,124,R,8235,10012,9677,11331,8235,10012,9677,11331,23409,26766,23443,23937,-115,-227,15,-0.45098,-0.890196,0.058824,0,64,c2680
2026-05-18T04:12:12.936+00:00,1779077532936810000,125,R,8238,10011,9677,11332,8238,10011,9677,11332,23411,26763,23447,23940,-116,-226,15,-0.454902,-0.886275,0.058824,0,64,d2680
2026-05-18T04:12:12.936+00:00,1779077532936826000,126,R,8236,10010,9678,11331,8236,10010,9678,11331,23407,26766,23446,23939,-118,-225,16,-0.462745,-0.882353,0.062745,0,64,e2680
2026-05-18T04:12:13.085+00:00,1779077533085432000,127,R,8237,10013,9680,11331,8237,10013,9680,11331,23408,26762,23446,23943,-118,-226,16,-0.462745,-0.886275,0.062745,0,64,f2680
2026-05-18T04:12:13.085+00:00,1779077533085499000,128,R,8236,10010,9673,11329,8236,10010,9673,11329,23408,26765,23447,23938,-117,-226,15,-0.458824,-0.886275,0.058824,0,64,02680
2026-05-18T04:12:13.085+00:00,1779077533085533000,129,R,8237,10013,9682,11337,8237,10013,9682,11337,23411,26767,23449,23948,-117,-227,15,-0.458824,-0.890196,0.058824,0,63,82750
2026-05-18T04:12:13.085+00:00,1779077533085562000,130,R,8238,10015,9681,11337,8238,10015,9681,11337,23412,26770,23449,23950,-118,-226,15,-0.462745,-0.886275,0.058824,0,63,92750
2026-05-18T04:12:13.085+00:00,1779077533085588000,131,R,8238,10017,9682,11340,8238,10017,9682,11340,23412,26766,23451,23951,-118,-226,16,-0.462745,-0.886275,0.062745,0,63,a2750
2026-05-18T04:12:13.234+00:00,1779077533234770000,132,R,8241,10017,9682,11341,8241,10017,9682,11341,23416,26764,23453,23952,-119,-225,16,-0.466667,-0.882353,0.062745,0,63,b2750
2026-05-18T04:12:13.234+00:00,1779077533234871000,133,R,8240,10023,9682,11352,8240,10023,9682,11352,23413,26767,23454,23949,-118,-225,15,-0.462745,-0.882353,0.058824,0,63,c2750
2026-05-18T04:12:13.234+00:00,1779077533234911000,134,R,8240,10019,9681,11343,8240,10019,9681,11343,23414,26770,23453,23955,-119,-226,16,-0.466667,-0.886275,0.062745,0,63,d2750
2026-05-18T04:12:13.234+00:00,1779077533234946000,135,R,8245,10024,9685,11350,8245,10024,9685,11350,23419,26769,23456,23962,-118,-223,17,-0.462745,-0.87451,0.066667,0,63,42810
2026-05-18T04:12:13.234+00:00,1779077533234979000,136,R,8244,10021,9682,11351,8244,10021,9682,11351,23417,26769,23461,23961,-118,-225,17,-0.462745,-0.882353,0.066667,0,63,52810
2026-05-18T04:12:13.384+00:00,1779077533384833000,137,R,8243,10022,9685,11353,8243,10022,9685,11353,23421,26768,23460,23966,-119,-224,17,-0.466667,-0.878431,0.066667,0,63,62810
2026-05-18T04:12:13.384+00:00,1779077533384896000,138,R,8244,10025,9684,11352,8244,10025,9684,11352,23420,26768,23458,23964,-118,-225,16,-0.462745,-0.882353,0.062745,0,63,72810
2026-05-18T04:12:13.384+00:00,1779077533384923000,139,R,8244,10025,9682,11354,8244,10025,9682,11354,23418,26763,23456,23962,-119,-225,15,-0.466667,-0.882353,0.058824,0,63,82810
